Desc_1,Desc_2,Desc_3,Desc_4,MSE,r2,MAE,C1,C2,C3,C4
VSA_EState2,-,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,-,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
SlogP_VSA4_C,-,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA2,-,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA10,-,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
NOCount,-,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
NumAliphaticHeterocycles,-,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
NumAliphaticRings,-,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
TPSA,-,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,Estate_VSA8_C,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,SlogP_VSA4_C,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA2,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA10,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,NOCount,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,NumAliphaticHeterocycles,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,NumAliphaticRings,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,TPSA,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,SlogP_VSA4_C,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA2,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA10,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,NOCount,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,NumAliphaticHeterocycles,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,NumAliphaticRings,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,TPSA,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
SlogP_VSA4_C,EState_VSA2,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
SlogP_VSA4_C,EState_VSA10,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
SlogP_VSA4_C,NOCount,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
SlogP_VSA4_C,NumAliphaticHeterocycles,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
SlogP_VSA4_C,NumAliphaticRings,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
SlogP_VSA4_C,TPSA,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA2,EState_VSA10,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA2,NOCount,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA2,NumAliphaticHeterocycles,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA2,NumAliphaticRings,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA2,TPSA,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA10,NOCount,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA10,NumAliphaticHeterocycles,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA10,NumAliphaticRings,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
EState_VSA10,TPSA,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
NOCount,NumAliphaticHeterocycles,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
NOCount,NumAliphaticRings,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
NOCount,TPSA,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
NumAliphaticHeterocycles,NumAliphaticRings,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
NumAliphaticHeterocycles,TPSA,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
NumAliphaticRings,TPSA,-,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,Estate_VSA8_C,SlogP_VSA4_C,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,Estate_VSA8_C,EState_VSA2,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,Estate_VSA8_C,EState_VSA10,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,Estate_VSA8_C,NOCount,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,Estate_VSA8_C,NumAliphaticHeterocycles,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,Estate_VSA8_C,NumAliphaticRings,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,Estate_VSA8_C,TPSA,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,SlogP_VSA4_C,EState_VSA2,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,SlogP_VSA4_C,EState_VSA10,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,SlogP_VSA4_C,NOCount,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,SlogP_VSA4_C,NumAliphaticHeterocycles,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,SlogP_VSA4_C,NumAliphaticRings,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,SlogP_VSA4_C,TPSA,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA2,EState_VSA10,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA2,NOCount,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA2,NumAliphaticHeterocycles,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA2,NumAliphaticRings,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA2,TPSA,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA10,NOCount,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA10,NumAliphaticHeterocycles,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA10,NumAliphaticRings,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,EState_VSA10,TPSA,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,NOCount,NumAliphaticHeterocycles,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,NOCount,NumAliphaticRings,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,NOCount,TPSA,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,NumAliphaticHeterocycles,NumAliphaticRings,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,NumAliphaticHeterocycles,TPSA,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
VSA_EState2,NumAliphaticRings,TPSA,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,SlogP_VSA4_C,EState_VSA2,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,SlogP_VSA4_C,EState_VSA10,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,SlogP_VSA4_C,NOCount,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,SlogP_VSA4_C,NumAliphaticHeterocycles,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,SlogP_VSA4_C,NumAliphaticRings,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,SlogP_VSA4_C,TPSA,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA2,EState_VSA10,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA2,NOCount,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA2,NumAliphaticHeterocycles,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA2,NumAliphaticRings,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA2,TPSA,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA10,NOCount,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA10,NumAliphaticHeterocycles,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA10,NumAliphaticRings,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,EState_VSA10,TPSA,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,NOCount,NumAliphaticHeterocycles,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
Estate_VSA8_C,NOCount,NumAliphaticRings,-,0.0631724697246142,-0.771185111877613,0.225151527777778,0,0,0,0
