,RD_KIT_Desc,Synthesis_Metric,P_Value
1027,Chi2v,Conc of comp,0.0017650926795432984
1028,Chi0,hydrophilic_section,0.0017588637764946115
1029,Chi0n,Conc of comp,0.0017517110211091361
1030,NumValenceElectrons,ssk,0.0017363575225115815
1031,NumValenceElectrons,Solvent,0.001728594601165201
1032,LabuteASA,sa,0.0017285898854891909
1033,Kappa1,hydrophbic_section,0.0017174397854626418
1034,Kappa1,hydrophilic_section,0.001705606139986839
1035,Chi0v,Avg_roundness,0.001703028076853108
1036,NumValenceElectrons,Avg_roundness,0.0016958254829648647
1037,NumValenceElectrons,Avg_area,0.0016894600129185948
1038,HeavyAtomMolWt,T of solv,0.0016786601819571295
1039,HeavyAtomMolWt,T of comp,0.0016786601819571295
1040,NumValenceElectrons,Full_molecule,0.0016767383214250395
1041,NumValenceElectrons,hydrophbic_section,0.0016700238045330063
1042,NumValenceElectrons,hydrophilic_section,0.0016683923442457741
1043,NumValenceElectrons,Polar_dispersity,0.001654413103379619
1044,ExactMolWt,T of solv,0.0016543539741630461
1045,ExactMolWt,T of comp,0.0016543539741630461
1046,Chi0,Polar_dispersity,0.0016517600056470602
1047,NumValenceElectrons,Area_Sphere_Substance,0.0016501807911541437
1048,MolWt,T of solv,0.0016352300245016202
1049,MolWt,T of comp,0.0016352300245016202
1050,NumValenceElectrons,Conc of comp,0.0016325051745727862
1051,Chi0,Area_Sphere_Substance,0.0016198334777720918
1052,MinEStateIndex,Solvent,0.0016093506760079298
1053,Kappa1,Polar_dispersity,0.0016065448588855093
1054,Kappa1,Area_Sphere_Substance,0.0015769879575495641
1055,Chi0v,Full_molecule,0.0015416775660525939
1056,Chi1v,Conc of comp,0.001536045140409952
1057,HallKierAlpha,ssk,0.0015312245445180167
1058,MolMR,kur,0.0015123065968592974
1059,Chi0,Conc of comp,0.0014923170932869838
1060,HeavyAtomMolWt,sq,0.0014890608149724673
1061,Chi0v,hydrophbic_section,0.0014883154380300025
1062,MolLogP,Full_molecule,0.0014817312873852539
1063,ExactMolWt,sq,0.0014764345593030075
1064,Chi0v,hydrophilic_section,0.0014758945564734317
1065,FpDensityMorgan2,Area_Sphere_Substance,0.0014711709004367037
1066,MolWt,sq,0.0014594407056327697
1067,Kappa1,Conc of comp,0.001458644664124416
1068,MaxAbsPartialCharge,Solvent,0.0014351808717259662
1069,LabuteASA,kur,0.0014042379332602766
1070,HeavyAtomMolWt,sa,0.0014018830825581776
1071,ExactMolWt,sa,0.0013945609415310161
1072,MolWt,sa,0.0013785375313936986
1073,Chi0v,Polar_dispersity,0.0013725009688877066
1074,Chi0v,Area_Sphere_Substance,0.0013417463471986572
1075,MaxPartialCharge,Conc of comp,0.0013284296320680566
1076,MolLogP,hydrophbic_section,0.0013007799233976647
1077,MolMR,ssk,0.0012887024287954944
1078,HeavyAtomMolWt,kur,0.001287033926759617
1079,ExactMolWt,kur,0.001286133815636648
1080,MolMR,Solvent,0.001280206484788985
1081,LabuteASA,ssk,0.001273094262245449
1082,MolWt,kur,0.001271397197859126
1083,LabuteASA,Solvent,0.001268017666330832
1084,MolLogP,hydrophilic_section,0.0012639751611551204
1085,LabuteASA,Avg_roundness,0.0012464691950929852
1086,SlogP_VSA6,kur,0.0012462691256070815
1087,MolMR,Avg_roundness,0.0012456968772323828
1088,LabuteASA,Avg_area,0.001242197853155102
1089,MolMR,Avg_area,0.0012400277805431517
1090,ExactMolWt,ssk,0.0012373794158494164
1091,HeavyAtomMolWt,ssk,0.0012355911709927966
1092,ExactMolWt,Solvent,0.0012354612583115921
1093,LabuteASA,Full_molecule,0.0012338937450496689
1094,HeavyAtomMolWt,Solvent,0.0012335683550858882
1095,LabuteASA,hydrophbic_section,0.0012294664218814996
1096,LabuteASA,hydrophilic_section,0.001228390221218307
1097,ExactMolWt,Avg_roundness,0.0012269350425691207
1098,MolMR,Full_molecule,0.0012257839157830198
1099,ExactMolWt,Avg_area,0.0012249475660318458
1100,HeavyAtomMolWt,Avg_roundness,0.001224592724736957
1101,MolWt,ssk,0.0012232211381458745
1102,HeavyAtomMolWt,Avg_area,0.0012225123169548658
1103,ExactMolWt,Full_molecule,0.0012219022560653354
1104,MolWt,Solvent,0.001221325697694914
1105,ExactMolWt,hydrophbic_section,0.0012201229256719312
1106,Chi0v,Conc of comp,0.0012199304679041303
1107,ExactMolWt,hydrophilic_section,0.0012196891168816824
1108,HeavyAtomMolWt,Full_molecule,0.0012192969028461686
1109,LabuteASA,Polar_dispersity,0.0012191648454824408
1110,MolMR,hydrophbic_section,0.0012188025801152835
1111,HeavyAtomMolWt,hydrophbic_section,0.0012174248696096845
1112,MolMR,hydrophilic_section,0.0012171105457735368
1113,HeavyAtomMolWt,hydrophilic_section,0.0012169685099341302
1114,LabuteASA,Area_Sphere_Substance,0.001216370784973348
1115,ExactMolWt,Polar_dispersity,0.0012159628672894912
1116,ExactMolWt,Area_Sphere_Substance,0.0012148329493332033
1117,VSA_EState6,ssk,0.0012134698061863174
1118,HeavyAtomMolWt,Polar_dispersity,0.0012130488525942766
1119,MolWt,Avg_roundness,0.0012129007422507381
1120,HeavyAtomMolWt,Area_Sphere_Substance,0.001211860339856762
1121,MolWt,Avg_area,0.0012109371100646738
1122,ExactMolWt,Conc of comp,0.001210093592845796
1123,MolWt,Full_molecule,0.0012079277312774946
1124,HeavyAtomMolWt,Conc of comp,0.0012068758840062168
1125,MolWt,hydrophbic_section,0.0012061695328715516
1126,MolWt,hydrophilic_section,0.0012057408766188787
1127,LabuteASA,Conc of comp,0.001204693810123853
1128,MolMR,Polar_dispersity,0.00120263518372853
1129,MolWt,Polar_dispersity,0.0012020588816606527
1130,MolWt,Area_Sphere_Substance,0.0012009423807062894
1131,MolMR,Area_Sphere_Substance,0.0011982562582352335
1132,MolWt,Conc of comp,0.0011962592972112867
1133,HallKierAlpha,Avg_roundness,0.001182911318227137
1134,MolMR,Conc of comp,0.0011800215644295316
1135,qed,Solvent,0.0011614200812847181
1136,NumAromaticCarbocycles,Conc of comp,0.0011174596370911694
1137,fr_benzene,Conc of comp,0.0011174596370911694
1138,NumAromaticRings,Conc of comp,0.0011174596370911694
1139,SPS,kur,0.001096440677259819
1140,fr_ether,T of comp,0.0010959617955944418
1141,fr_ether,T of solv,0.0010959617955944418
1142,MolLogP,Polar_dispersity,0.0009804699761100566
1143,PEOE_VSA6,sa,0.0009498413557117151
1144,VSA_EState6,Avg_area,0.0009375402361864821
1145,LabuteASA,hydrophobic,0.0009169001999913243
1146,AvgIpc,Avg_roundness,0.0009151173987213367
1147,RingCount,T of comp,0.0009106174083065077
1148,RingCount,T of solv,0.0009106174083065077
1149,VSA_EState6,Solvent,0.0009002257737040545
1150,MolLogP,Area_Sphere_Substance,0.0008999440696001503
1151,FpDensityMorgan3,Polar_dispersity,0.0008946264053136314
1152,SMR_VSA7,kur,0.0008538381272402783
1153,NumValenceElectrons,hydrophobic,0.000827686393483689
1154,SMR_VSA10,kur,0.0007939175706020088
1155,Chi4n,T of solv,0.0007846987676603268
1156,Chi4n,T of comp,0.0007846987676603268
1157,SlogP_VSA6,ssk,0.0007619384269582677
1158,SlogP_VSA6,Solvent,0.0007455490770314828
1159,MaxEStateIndex,ssk,0.0007049377669095793
1160,MaxAbsEStateIndex,ssk,0.0007049377669095793
1161,SlogP_VSA6,Avg_area,0.0006916208644833527
1162,SlogP_VSA6,Avg_roundness,0.0006913390616636867
1163,MolMR,hydrophobic,0.0006889696837800176
1164,EState_VSA9,ssk,0.0006789231780539033
1165,SlogP_VSA6,Full_molecule,0.000661733667005489
1166,SlogP_VSA6,hydrophbic_section,0.0006515555417867982
1167,SlogP_VSA6,hydrophilic_section,0.0006491250587301734
1168,EState_VSA9,Solvent,0.0006392700807766809
1169,SlogP_VSA6,Polar_dispersity,0.0006285165955677065
1170,MolLogP,Conc of comp,0.0006285057122552011
1171,MinPartialCharge,Conc of comp,0.0006236792701363947
1172,SlogP_VSA6,Area_Sphere_Substance,0.0006223091389239529
1173,MaxAbsEStateIndex,Avg_area,0.0006031753401198867
1174,MaxEStateIndex,Avg_area,0.0006031753401198867
1175,SlogP_VSA6,Conc of comp,0.0005968911809353083
1176,TPSA,hydrophobic,0.0005907957568893011
1177,HallKierAlpha,Solvent,0.0005810184217471619
1178,BCUT2D_MWHI,sa,0.0005725725897600431
1179,EState_VSA9,Avg_area,0.0005693569080000023
1180,EState_VSA9,Avg_roundness,0.0005421538395194211
1181,PEOE_VSA6,hydrophobic,0.0005374431008637106
1182,VSA_EState6,Avg_roundness,0.0005341260266642994
1183,PEOE_VSA9,hydrophobic,0.0005185386540575477
1184,EState_VSA2,hydrophobic,0.0005183889359490674
1185,SlogP_VSA6,hydrophobic,0.0005181799751558586
1186,SMR_VSA5,hydrophobic,0.0005143202259543134
1187,SMR_VSA7,hydrophobic,0.0005135326114698731
1188,SlogP_VSA2,hydrophobic,0.0005073860456427913
1189,EState_VSA8,hydrophobic,0.000495241603917184
1190,EState_VSA9,Full_molecule,0.0004941300559791258
1191,SMR_VSA10,hydrophobic,0.0004941047813759266
1192,SMR_VSA6,hydrophobic,0.0004922394582553366
1193,SMR_VSA7,ssk,0.0004899730012020526
1194,HeavyAtomCount,hydrophobic,0.0004863423081620028
1195,SlogP_VSA12,hydrophobic,0.00048436528494260776
1196,EState_VSA9,hydrophbic_section,0.00047818521729795524
1197,SlogP_VSA5,hydrophobic,0.00047797665373998556
1198,SMR_VSA7,Solvent,0.0004779310254453786
1199,BCUT2D_MWHI,hydrophobic,0.0004778944050666921
1200,EState_VSA4,hydrophobic,0.0004761837245139996
1201,EState_VSA9,hydrophilic_section,0.0004744786866556952
1202,EState_VSA5,hydrophobic,0.0004730405031258594
1203,PEOE_VSA7,hydrophobic,0.0004729629568324826
1204,Kappa1,hydrophobic,0.00047293426459777126
1205,EState_VSA9,hydrophobic,0.00047290764460184234
1206,SMR_VSA1,hydrophobic,0.0004712018447243432
1207,Chi0,hydrophobic,0.00047084070787609545
1208,PEOE_VSA10,hydrophobic,0.000466766390673272
1209,VSA_EState1,hydrophobic,0.0004663598596891988
1210,Chi0v,hydrophobic,0.0004662405151908134
1211,PEOE_VSA1,hydrophobic,0.0004630867474962238
1212,Chi0n,hydrophobic,0.00046271128374689765
1213,VSA_EState3,hydrophobic,0.0004626253938877804
1214,fr_aryl_methyl,Avg_roundness,0.0004586682771558783
1215,Chi1,hydrophobic,0.0004577077968455807
1216,SlogP_VSA3,hydrophobic,0.00045627852418214464
1217,VSA_EState2,hydrophobic,0.0004548275554961098
1218,EState_VSA3,hydrophobic,0.00045315932528821245
1219,EState_VSA10,hydrophobic,0.0004528462324489952
1220,SPS,hydrophobic,0.0004527969613685196
1221,Chi1v,hydrophobic,0.00045259682920275235
1222,PEOE_VSA8,hydrophobic,0.00045211692061440813
1223,SlogP_VSA4,hydrophobic,0.00045157426188510084
1224,EState_VSA1,hydrophobic,0.00045134808149487353
1225,SMR_VSA9,hydrophobic,0.00045094865609217295
1226,SlogP_VSA11,hydrophobic,0.00045094865609217295
1227,Chi2v,hydrophobic,0.00045042785683190506
1228,Kappa2,hydrophobic,0.0004503533015252824
1229,Chi1n,hydrophobic,0.00044954858657903933
1230,BCUT2D_MWLOW,hydrophobic,0.0004494267009664089
1231,PEOE_VSA2,hydrophobic,0.00044891685650945103
1232,NumHeteroatoms,hydrophobic,0.0004482329593360928
1233,VSA_EState6,hydrophobic,0.0004475809862216221
1234,Kappa3,hydrophobic,0.00044754166584140667
1235,Chi2n,hydrophobic,0.0004463170586786738
1236,VSA_EState8,hydrophobic,0.0004456680135733222
1237,NumHAcceptors,hydrophobic,0.0004455396651784224
1238,MaxAbsEStateIndex,hydrophobic,0.000445458861591981
1239,MaxEStateIndex,hydrophobic,0.000445458861591981
1240,SlogP_VSA1,hydrophobic,0.0004441628987560116
1241,Chi3v,hydrophobic,0.00044408991072052823
1242,NOCount,hydrophobic,0.00044401405011439127
1243,BCUT2D_MRHI,hydrophobic,0.0004438756247654273
1244,EState_VSA9,Polar_dispersity,0.0004435215485354414
1245,MolLogP,hydrophobic,0.0004427895322253336
1246,VSA_EState10,hydrophobic,0.0004424372538863976
1247,PEOE_VSA13,hydrophobic,0.00044202994658376496
1248,SlogP_VSA10,hydrophobic,0.00044202994658376496
1249,Chi4v,hydrophobic,0.0004417821828908455
1250,SMR_VSA7,Avg_area,0.00044161825900419224
1251,SlogP_VSA12,kur,0.00044121296514288674
1252,Chi3n,hydrophobic,0.0004408896252635858
1253,EState_VSA7,hydrophobic,0.00044028896380240426
1254,SMR_VSA7,Avg_roundness,0.00043984270088552233
1255,fr_ether,hydrophobic,0.0004386809493156732
1256,RingCount,hydrophobic,0.00043867654013488933
1257,Chi4n,hydrophobic,0.0004382634107059783
1258,BCUT2D_LOGPHI,hydrophobic,0.0004368196904906923
1259,fr_benzene,hydrophobic,0.00043679778011125635
1260,NumAromaticRings,hydrophobic,0.00043679778011125635
1261,NumAromaticCarbocycles,hydrophobic,0.00043679778011125635
1262,AvgIpc,hydrophobic,0.00043673815662562647
1263,BalabanJ,hydrophobic,0.0004366682378654089
1264,BCUT2D_CHGHI,hydrophobic,0.00043645802691251494
1265,NumAliphaticHeterocycles,hydrophobic,0.0004353026982652214
1266,NumAliphaticRings,hydrophobic,0.0004353026982652214
1267,PEOE_VSA11,hydrophobic,0.0004350410936984532
1268,FpDensityMorgan3,hydrophobic,0.0004350228775765075
1269,NumRotatableBonds,hydrophobic,0.0004349307369437111
1270,fr_nitro_arom_nonortho,hydrophobic,0.0004349307369437111
1271,fr_nitro_arom,hydrophobic,0.0004349307369437111
1272,fr_nitro,hydrophobic,0.0004349307369437111
1273,fr_NH0,hydrophobic,0.0004349307369437111
1274,FpDensityMorgan2,hydrophobic,0.0004347734924169238
1275,VSA_EState4,hydrophobic,0.00043469813622203947
1276,BCUT2D_MRLOW,hydrophobic,0.0004345861052169475
1277,fr_halogen,hydrophobic,0.00043455757348495
1278,fr_alkyl_halide,hydrophobic,0.00043455757348495
1279,FpDensityMorgan1,hydrophobic,0.00043442454331591563
1280,MinAbsEStateIndex,hydrophobic,0.000434299803691876
1281,EState_VSA9,Area_Sphere_Substance,0.00043425996186408024
1282,VSA_EState5,hydrophobic,0.00043422554661558477
1283,FractionCSP3,hydrophobic,0.000434192431966773
1284,NumHDonors,hydrophobic,0.00043418495831823906
1285,fr_Ar_OH,hydrophobic,0.00043418495831823906
1286,fr_phenol_noOrthoHbond,hydrophobic,0.00043418495831823906
1287,NHOHCount,hydrophobic,0.00043418495831823906
1288,fr_phenol,hydrophobic,0.00043418495831823906
1289,fr_bicyclic,hydrophobic,0.00043418495831823906
1290,MaxAbsPartialCharge,hydrophobic,0.0004339007740129714
1291,qed,hydrophobic,0.00043387464670943427
1292,fr_aryl_methyl,hydrophobic,0.0004338128906311249
1293,MaxPartialCharge,hydrophobic,0.00043364879428219055
1294,MinAbsPartialCharge,hydrophobic,0.00043364390837812456
1295,MinEStateIndex,hydrophobic,0.00043334839850092254
1296,MinPartialCharge,hydrophobic,0.00043301689088981194
1297,MaxAbsEStateIndex,Solvent,0.0004320529537828179
1298,MaxEStateIndex,Solvent,0.0004320529537828179
1299,BCUT2D_LOGPLOW,hydrophobic,0.0004306779096331649
1300,HallKierAlpha,hydrophobic,0.00043060641414511695
1301,BCUT2D_CHGLO,hydrophobic,0.00043048208240375194
1302,SMR_VSA7,Full_molecule,0.00041925578396336585
1303,NumAromaticRings,T of solv,0.00041465935964568005
1304,NumAromaticRings,T of comp,0.00041465935964568005
1305,NumAromaticCarbocycles,T of comp,0.00041465935964568005
1306,fr_benzene,T of solv,0.00041465935964568005
1307,NumAromaticCarbocycles,T of solv,0.00041465935964568005
1308,fr_benzene,T of comp,0.00041465935964568005
1309,SMR_VSA7,hydrophbic_section,0.0004122000622091906
1310,SMR_VSA7,hydrophilic_section,0.0004105205603546066
1311,VSA_EState6,Full_molecule,0.0004084782829240669
1312,EState_VSA9,Conc of comp,0.0003974483512972599
1313,SMR_VSA7,Polar_dispersity,0.00039629521584617526
1314,SMR_VSA7,Area_Sphere_Substance,0.0003920091595063364
1315,BCUT2D_LOGPHI,T of comp,0.00038216803239533083
1316,BCUT2D_LOGPHI,T of solv,0.00038216803239533083
1317,AvgIpc,T of solv,0.0003821606404051875
1318,AvgIpc,T of comp,0.0003821606404051875
1319,SMR_VSA7,Conc of comp,0.0003745051400218473
1320,VSA_EState6,hydrophbic_section,0.0003716939615525278
1321,BalabanJ,T of solv,0.0003657908516287196
1322,BalabanJ,T of comp,0.0003657908516287196
1323,VSA_EState6,hydrophilic_section,0.00036394153566174625
1324,SMR_VSA10,ssk,0.000357730439042559
1325,FpDensityMorgan3,Area_Sphere_Substance,0.00035678929861672086
1326,MaxPartialCharge,Solvent,0.0003461078188192691
1327,SMR_VSA10,Solvent,0.0003446807931745773
1328,PEOE_VSA6,kur,0.00034224241186825557
1329,BCUT2D_CHGHI,T of comp,0.00033852223844751424
1330,BCUT2D_CHGHI,T of solv,0.00033852223844751424
1331,MinAbsPartialCharge,Solvent,0.0003261919182933098
1332,SMR_VSA10,Avg_area,0.00031389474636299794
1333,SMR_VSA10,Avg_roundness,0.0003080851351898874
1334,VSA_EState6,Polar_dispersity,0.00030224466264931125
1335,SMR_VSA10,Full_molecule,0.00028898163099074447
1336,VSA_EState6,Area_Sphere_Substance,0.00028415167353467835
1337,SMR_VSA10,hydrophbic_section,0.000282509638566711
1338,SMR_VSA10,hydrophilic_section,0.0002809842768760232
1339,SMR_VSA10,Polar_dispersity,0.00026812515072747724
1340,MinPartialCharge,Area_Sphere_Substance,0.000264735176115953
1341,SMR_VSA10,Area_Sphere_Substance,0.0002642552192128396
1342,SMR_VSA10,Conc of comp,0.0002486060453276945
1343,NumAliphaticHeterocycles,T of solv,0.00024205484797899855
1344,NumAliphaticHeterocycles,T of comp,0.00024205484797899855
1345,NumAliphaticRings,T of solv,0.00024205484797899855
1346,NumAliphaticRings,T of comp,0.00024205484797899855
1347,PEOE_VSA11,T of solv,0.00023413159069745305
1348,PEOE_VSA11,T of comp,0.00023413159069745305
1349,Kappa3,ssk,0.00023224115991254775
1350,NumRotatableBonds,T of comp,0.00022277424559708885
1351,fr_NH0,T of comp,0.00022277424559708885
1352,fr_nitro_arom,T of solv,0.00022277424559708885
1353,fr_nitro_arom,T of comp,0.00022277424559708885
1354,fr_nitro_arom_nonortho,T of solv,0.00022277424559708885
1355,fr_NH0,T of solv,0.00022277424559708885
1356,NumRotatableBonds,T of solv,0.00022277424559708885
1357,fr_nitro,T of solv,0.00022277424559708885
1358,fr_nitro,T of comp,0.00022277424559708885
1359,fr_nitro_arom_nonortho,T of comp,0.00022277424559708885
1360,VSA_EState6,Conc of comp,0.00021946556591473146
1361,PEOE_VSA6,ssk,0.0002158077301913568
1362,MaxAbsEStateIndex,Avg_roundness,0.00021148075960758414
1363,MaxEStateIndex,Avg_roundness,0.00021148075960758414
1364,PEOE_VSA6,Solvent,0.00021143517848212578
1365,FpDensityMorgan3,T of solv,0.00021127542273931816
1366,FpDensityMorgan3,T of comp,0.00021127542273931816
1367,VSA_EState4,T of solv,0.0002110177117492401
1368,VSA_EState4,T of comp,0.0002110177117492401
1369,Kappa3,Avg_area,0.00020966493277835537
1370,qed,hydrophbic_section,0.00020861358799118405
1371,PEOE_VSA6,Avg_area,0.00019768875397853402
1372,MinPartialCharge,Polar_dispersity,0.00019765975220826756
1373,PEOE_VSA6,Avg_roundness,0.000197266602877857
1374,MaxAbsPartialCharge,Full_molecule,0.00019530610973057162
1375,FpDensityMorgan2,T of solv,0.00019441615593929432
1376,FpDensityMorgan2,T of comp,0.00019441615593929432
1377,fr_alkyl_halide,T of solv,0.00018955694313666052
1378,fr_alkyl_halide,T of comp,0.00018955694313666052
1379,fr_halogen,T of solv,0.00018955694313666052
1380,fr_halogen,T of comp,0.00018955694313666052
1381,PEOE_VSA6,Full_molecule,0.00018951270315597634
1382,EState_VSA2,Comp,0.00018909338404767586
1383,BCUT2D_MRLOW,T of comp,0.0001870922530945012
1384,BCUT2D_MRLOW,T of solv,0.0001870922530945012
1385,PEOE_VSA6,hydrophbic_section,0.000186840952275747
1386,PEOE_VSA6,hydrophilic_section,0.00018620329007404946
1387,PEOE_VSA6,Polar_dispersity,0.0001807866151877304
1388,PEOE_VSA6,Area_Sphere_Substance,0.00017915009308816878
1389,AvgIpc,Full_molecule,0.00017398954213275678
1390,FpDensityMorgan1,T of comp,0.0001729568178379052
1391,FpDensityMorgan1,T of solv,0.0001729568178379052
1392,PEOE_VSA6,Conc of comp,0.00017243572905783605
1393,MinAbsEStateIndex,T of comp,0.00016675054372785055
1394,MinAbsEStateIndex,T of solv,0.00016675054372785055
1395,VSA_EState5,T of comp,0.00016431850889648034
1396,VSA_EState5,T of solv,0.00016431850889648034
1397,MinAbsPartialCharge,Conc of comp,0.00016414831024438156
1398,fr_Ar_OH,T of solv,0.0001630873750542628
1399,NHOHCount,T of comp,0.0001630873750542628
1400,NHOHCount,T of solv,0.0001630873750542628
1401,fr_phenol,T of comp,0.0001630873750542628
1402,fr_phenol,T of solv,0.0001630873750542628
1403,fr_bicyclic,T of solv,0.0001630873750542628
1404,fr_Ar_OH,T of comp,0.0001630873750542628
1405,fr_phenol_noOrthoHbond,T of solv,0.0001630873750542628
1406,NumHDonors,T of comp,0.0001630873750542628
1407,fr_phenol_noOrthoHbond,T of comp,0.0001630873750542628
1408,NumHDonors,T of solv,0.0001630873750542628
1409,fr_bicyclic,T of comp,0.0001630873750542628
1410,FractionCSP3,T of solv,0.00016021561875750217
1411,FractionCSP3,T of comp,0.00016021561875750217
1412,MaxEStateIndex,Full_molecule,0.00014974238793347974
1413,MaxAbsEStateIndex,Full_molecule,0.00014974238793347974
1414,Kappa3,Solvent,0.00014627123187262357
1415,MaxAbsPartialCharge,T of comp,0.00014539641688255092
1416,MaxAbsPartialCharge,T of solv,0.00014539641688255092
1417,SlogP_VSA12,ssk,0.00014444017477799448
1418,qed,T of comp,0.00014410144186064377
1419,qed,T of solv,0.00014410144186064377
1420,fr_aryl_methyl,T of solv,0.0001419591413171774
1421,fr_aryl_methyl,T of comp,0.0001419591413171774
1422,SlogP_VSA12,Solvent,0.0001367413264278326
1423,MaxAbsPartialCharge,Conc of comp,0.0001348188801315961
1424,MaxPartialCharge,T of solv,0.00013384505700969452
1425,MaxPartialCharge,T of comp,0.00013384505700969452
1426,MinAbsPartialCharge,T of comp,0.0001336104158022698
1427,MinAbsPartialCharge,T of solv,0.0001336104158022698
1428,MaxEStateIndex,hydrophbic_section,0.00013268208950949114
1429,MaxAbsEStateIndex,hydrophbic_section,0.00013268208950949114
1430,MaxEStateIndex,hydrophilic_section,0.00012930287851638955
1431,MaxAbsEStateIndex,hydrophilic_section,0.00012930287851638955
1432,SlogP_VSA12,Avg_area,0.000124366755648701
1433,MinEStateIndex,T of solv,0.00012399573352913192
1434,MinEStateIndex,T of comp,0.00012399573352913192
1435,FractionCSP3,Conc of comp,0.00012131340665669345
1436,SlogP_VSA12,Avg_roundness,0.00011833230143321437
1437,MinPartialCharge,T of comp,0.00010917600844644619
1438,MinPartialCharge,T of solv,0.00010917600844644619
1439,SlogP_VSA12,Full_molecule,0.00010913139866093586
1440,SlogP_VSA12,hydrophbic_section,0.00010605309886002208
1441,SlogP_VSA12,hydrophilic_section,0.0001053375016250066
1442,MaxEStateIndex,Polar_dispersity,0.00010270410430094831
1443,MaxAbsEStateIndex,Polar_dispersity,0.00010270410430094831
1444,SlogP_VSA12,Polar_dispersity,9.932809330727426e-05
1445,AvgIpc,hydrophbic_section,9.907372287246777e-05
1446,SlogP_VSA12,Area_Sphere_Substance,9.751549499318609e-05
1447,MaxEStateIndex,Area_Sphere_Substance,9.480668610022154e-05
1448,MaxAbsEStateIndex,Area_Sphere_Substance,9.480668610022154e-05
1449,AvgIpc,hydrophilic_section,9.346516124595891e-05
1450,SlogP_VSA12,Conc of comp,9.026336583449787e-05
1451,Kappa3,Avg_roundness,7.658049960840753e-05
1452,MaxEStateIndex,Conc of comp,6.788392976201781e-05
1453,MaxAbsEStateIndex,Conc of comp,6.788392976201781e-05
1454,HallKierAlpha,T of comp,5.95619360227487e-05
1455,HallKierAlpha,T of solv,5.95619360227487e-05
1456,Kappa3,Full_molecule,5.619751455981246e-05
1457,BCUT2D_LOGPLOW,T of comp,5.186491494525978e-05
1458,BCUT2D_LOGPLOW,T of solv,5.186491494525978e-05
1459,Kappa3,hydrophbic_section,5.042489981142223e-05
1460,Kappa3,hydrophilic_section,4.927744824549109e-05
1461,BCUT2D_CHGLO,T of comp,4.873993545611138e-05
1462,BCUT2D_CHGLO,T of solv,4.873993545611138e-05
1463,AvgIpc,Polar_dispersity,4.7306476898357194e-05
1464,Kappa3,Polar_dispersity,4.010987071694654e-05
1465,Kappa3,Area_Sphere_Substance,3.733106062074544e-05
1466,AvgIpc,Area_Sphere_Substance,3.1381005656208144e-05
1467,PEOE_VSA9,Comp,2.9919046880228828e-05
1468,Kappa3,Conc of comp,2.7665298524399157e-05
1469,qed,Conc of comp,2.354281671478503e-05
1470,SMR_VSA5,Comp,2.254471921984074e-05
1471,MinPartialCharge,Solvent,2.2321998920806144e-05
1472,FpDensityMorgan1,Conc of comp,1.9282549331025112e-05
1473,qed,Full_molecule,1.528960970463607e-05
1474,BCUT2D_LOGPLOW,ssk,1.4419407660689079e-05
1475,FpDensityMorgan2,Conc of comp,1.2544041260189906e-05
1476,BCUT2D_CHGLO,ssk,9.059768322326899e-06
1477,MaxPartialCharge,hydrophilic_section,6.838495207573411e-06
1478,BCUT2D_MRHI,Avg_area,5.949029129297392e-06
1479,BalabanJ,Avg_roundness,5.740542097044737e-06
1480,AvgIpc,Conc of comp,5.603736628825253e-06
1481,EState_VSA8,Comp,5.521592850094782e-06
1482,FpDensityMorgan3,Conc of comp,4.83948882795693e-06
1483,SlogP_VSA2,Comp,4.37586372592835e-06
1484,BCUT2D_MWHI,kur,2.216774565532693e-06
1485,MinAbsPartialCharge,hydrophilic_section,2.0345383839876626e-06
1486,PEOE_VSA6,Comp,1.859666174059158e-06
1487,MaxAbsPartialCharge,Avg_roundness,1.697265290705504e-06
1488,SPS,Avg_area,8.909850716105677e-07
1489,SPS,ssk,5.221857115476929e-07
1490,BalabanJ,Full_molecule,5.002106579804211e-07
1491,BCUT2D_MRHI,ssk,4.145273585644423e-07
1492,SlogP_VSA6,Comp,3.096838677238944e-07
1493,SMR_VSA6,Comp,3.076663693274536e-07
1494,BalabanJ,Polar_dispersity,2.697700557212486e-07
1495,BalabanJ,hydrophilic_section,2.578860113367414e-07
1496,SPS,Solvent,2.3262039890235576e-07
1497,qed,Avg_roundness,2.3050977841029146e-07
1498,BalabanJ,hydrophbic_section,2.295153777770782e-07
1499,SlogP_VSA5,Comp,2.114752942937638e-07
1500,BalabanJ,Area_Sphere_Substance,1.356222021203514e-07
1501,SPS,Avg_roundness,1.1280706825975335e-07
1502,BCUT2D_MWHI,Avg_area,9.183417224127384e-08
1503,BCUT2D_MWHI,ssk,8.995900675955492e-08
1504,SPS,Full_molecule,8.531611480488972e-08
1505,SPS,hydrophbic_section,7.741493062093706e-08
1506,SPS,hydrophilic_section,7.611736784076936e-08
1507,BCUT2D_MWHI,Solvent,7.312037811559921e-08
1508,SMR_VSA7,Comp,6.518844603204592e-08
1509,SPS,Polar_dispersity,6.469332698702014e-08
1510,SPS,Area_Sphere_Substance,6.04245596946308e-08
1511,MinPartialCharge,hydrophilic_section,5.881320734010589e-08
1512,BCUT2D_MWHI,Avg_roundness,5.65210187547904e-08
1513,BCUT2D_MWHI,Full_molecule,5.00885695909743e-08
1514,BCUT2D_MWHI,hydrophbic_section,4.800607974834026e-08
